무인교통단속카메라관리번호,시도명,시군구명,도로종류,도로노선번호,도로노선명,도로노선방향,소재지도로명주소,소재지지번주소,위도,경도,설치장소,단속구분,제한속도,단속구간위치구분,과속단속구간길이,보호구역구분,설치연도,관리기관명,관리기관전화번호,데이터기준일자
G0103,인천광역시,중구,고속국도,400,수도권제2순환고속도로,2,인천광역시 인천대교고속도로 15.3km 시점 1차로 (연수JC → 인천대교TG),인천광역시 중구 신흥동3가 7-205,37.46123221,126.6320247,인천 중구 신흥동 수도권제2순환고속도로 3km 시점 3차로 (남항교차로 → 남청라IC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0104,인천광역시,서구,고속국도,400,수도권제2순환고속도로,2,인천광역시 인천대교고속도로 15.3km 시점 2차로 (연수JC → 인천대교TG),인천광역시 서구 원창동 392-3 8.78km 종점 1차로 (인천 → 김포),37.51229393,126.6268766,인천 서구 원창동 수도권제2순환고속도로 8.7km 종점 1차로 (남항교차로 → 남청라IC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0105,인천광역시,서구,고속국도,400,수도권제2순환고속도로,2,인천광역시 인천대교고속도로 15.3km 시점 3차로 (연수JC → 인천대교TG),인천광역시 서구 원창동 392-3 8.78km 종점 2차로 (인천 → 김포),37.51229855,126.6269134,인천 서구 원창동 수도권제2순환고속도로 8.7km 종점 2차로 (남항교차로 → 남청라IC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0106,인천광역시,서구,고속국도,400,수도권제2순환고속도로,2,인천광역시 인천대교고속도로 4.0km 종점 1차로 (연수JC → 인천대교TG),인천광역시 서구 원창동 392-3 8.78km 종점 3차로 (인천 → 김포),37.51230995,126.6269557,인천 서구 원창동 수도권제2순환고속도로 8.7km 종점 3차로 (남항교차로 → 남청라IC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0107,인천광역시,서구,특별시도,,봉오대로,1,인천광역시 인천대교고속도로 4.0km 종점 2차로 (연수JC → 인천대교TG),인천광역시 서구 청라동 101-11 (남청라IC → 청라지하차도),37.52276505,126.6362566,인천 서구 봉오대로 (남청라IC → 청라지하차도),1,80,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0159,인천광역시,서구,기타,,청라한내로,2,인천광역시 인천대교고속도로 4.0km 종점 3차로 (연수JC → 인천대교TG),인천광역시 서구 청라동 103-19 (해원중학교 → 청라우미린아파트),37.52760769,126.6286077,인천 서구 청라한내로 해원고3 (해원중학교 → 청라우미린아파트),2,30,,,2,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0358,인천광역시,중구,특별시도,,하늘대로,3,인천광역시 인천대교고속도로 4.0km 시점 1차로 (인천대교TG → 연수JC),인천광역시 중구 운남동 1076-8 (영종중학교 → 영종IC),37.47209835,126.5117987,인천 중구 하늘대로 그린나래지하차도 앞 (영종중학교 → 영종IC),1,60,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0359,인천광역시,중구,특별시도,,하늘대로,3,인천광역시 인천대교고속도로 4.0km 시점 2차로 (인천대교TG → 연수JC),인천광역시 중구 운남동 1791 (영종IC → 영종중학교),37.47371051,126.5142325,인천 중구 하늘대로 그린나래지하차도 앞 (영종IC → 영종중학교),1,60,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0360,인천광역시,중구,특별시도,,하늘대로,3,인천광역시 인천대교고속도로 4.0km 시점 3차로 (인천대교TG → 연수JC),인천광역시 중구 운남동 1780 (하늘초등학교 → 영종중학교),37.48772607,126.5441595,인천 중구 하늘대로 하늘도시푸르지오아파트 부근 (하늘초등학교 → 영종중학교),1,60,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0361,인천광역시,중구,특별시도,,하늘대로,3,인천광역시 인천대교고속도로 15.3km 종점 1차로 (인천대교TG → 연수JC),인천광역시 중구 운남동 1780 (영종중학교 → 하늘초등학교),37.48772607,126.5441595,인천 중구 하늘대로 하늘도시푸르지오아파트 부근 (영종중학교 → 하늘초등학교),1,60,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0390,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 인천대교고속도로 15.3km 종점 2차로 (인천대교TG → 연수JC),인천광역시 인천대교고속도로 13.3km 시점 1차로 (연수JC → 인천대교TG),37.40480153,126.5940688,인천 인천대교고속도로 15.3km 시점 1차로 (연수JC → 인천대교TG),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0391,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 인천대교고속도로 15.3km 종점 3차로 (인천대교TG → 연수JC),인천광역시 인천대교고속도로 13.3km 시점 2차로 (연수JC → 인천대교TG),37.40480153,126.5940688,인천 인천대교고속도로 15.3km 시점 2차로 (연수JC → 인천대교TG),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0392,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 남동구 운연천로 운연역 앞 (서창2지구 → 운연4),인천광역시 인천대교고속도로 13.3km 시점 3차로 (연수JC → 인천대교TG),37.40473392,126.5940607,인천 인천대교고속도로 15.3km 시점 3차로 (연수JC → 인천대교TG),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0393,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 강화군 하점면 강화대로 부근3 (강화산단 → 강화군청),인천광역시 인천대교고속도로 4.0km 종점 1차로 (연수JC → 인천대교TG),37.45997788,126.5208758,인천 인천대교고속도로 4.0km 종점 1차로 (연수JC → 인천대교TG),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0394,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 중구 제물량로 신흥초교 앞 (신흥4 → 답동4),인천광역시 인천대교고속도로 4.0km 종점 2차로 (연수JC → 인천대교TG),37.45999383,126.5209209,인천 인천대교고속도로 4.0km 종점 2차로 (연수JC → 인천대교TG),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0395,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 서구 고산후로 발산초교 앞 (원당입구3 → 원당4),인천광역시 인천대교고속도로 4.0km 종점 3차로 (연수JC → 인천대교TG),37.46001199,126.5209547,인천 인천대교고속도로 4.0km 종점 3차로 (연수JC → 인천대교TG),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0396,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 남동구 구월로 간석현대홈타운아파트 건너편 (석바위시장역 → 인천시청역),인천광역시 인천대교고속도로 4.0km 시점 1차로 (인천대교TG → 연수JC),37.45994614,126.5208252,인천 인천대교고속도로 4.0km 시점 1차로 (인천대교TG → 연수JC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0397,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 부평구 굴포로 갈삼4 (삼산경찰서 → 갈산초교),인천광역시 인천대교고속도로 4.0km 시점 2차로 (인천대교TG → 연수JC),37.45992342,126.5207773,인천 인천대교고속도로 4.0km 시점 2차로 (인천대교TG → 연수JC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0398,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 계양구 봉오대로 효성서초교 건너편 (아나지3 → 임촌말3),인천광역시 인천대교고속도로 4.0km 시점 3차로 (인천대교TG → 연수JC),37.45990753,126.5207463,인천 인천대교고속도로 4.0km 시점 3차로 (인천대교TG → 연수JC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0399,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 미추홀구 독배로 OCI부근 (옥골4 → 교통방송4),인천광역시 인천대교고속도로 13.3km 종점 1차로 (인천대교TG → 연수JC),37.4048556,126.5940713,인천 인천대교고속도로 15.3km 종점 1차로 (인천대교TG → 연수JC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0400,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 남동구 아암대로 에코메트로 10단지 앞 (소래포구 → 면허시험장),인천광역시 인천대교고속도로 13.3km 종점 2차로 (인천대교TG → 연수JC),37.40489164,126.5940711,인천 인천대교고속도로 15.3km 종점 2차로 (인천대교TG → 연수JC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0401,인천광역시,중구,고속국도,110,인천대교고속도로,3,인천광역시 중구 제물량로 신광초교 부근 (숭의역 → 신광4),인천광역시 인천대교고속도로 13.3km 종점 3차로 (인천대교TG → 연수JC),37.40492995,126.5940765,인천 인천대교고속도로 15.3km 종점 3차로 (인천대교TG → 연수JC),1,100,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0486,인천광역시,남동구,특별시도,,운연천로,2,인천광역시 중구 영종순환로 미단교회 앞 (운북복합레저단지 → 인천소방항공대),인천광역시 서구 거첨로 청운교북측3(청운교 → 거첨도),37.43803621,126.7619137,인천 남동구 운연천로 운연역 앞 (서창2지구 → 운연4),2,50,,,,2017,인천광역시경찰청,032-455-2352,8/19/2022
G0790,인천광역시,강화군,일반국도,48,강화대로,1,인천광역시 중구 영종순환로 미단교회 건너편 (인천소방항공대 → 운북복합레저단지),인천광역시 연수구 동춘동 953 (청학중학교 → 연수구청4),37.76944595,126.4434148,인천 강화군 하점면 강화대로 부근3 (강화산단 → 강화군청),1,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1150,인천광역시,중구,기타,,제물량로,2,인천광역시 중구 자연대로 363-5 사거리 (영종역 → 예단포),인천광역시 연수구 송도동 229,37.46968738,126.6288972,인천 중구 제물량로 신흥초교 앞 (신흥4 → 답동4),1,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1151,인천광역시,서구,기타,,고산후로,2,인천광역시 서구 경인항대로 북청라IC 진출입지점(정서진 → 국립생물자원관),인천광역시 강화군 강화읍 대산리 1244-4,37.5923411,126.694952,인천 서구 고산후로 발산초교 앞 (원당입구3 → 원당4),1,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1152,인천광역시,남동구,특별시도,,구월로,1,인천광역시 서구 경인항대로 북청라IC 진출입지점(국립생물자원관 → 정서진),인천광역시 강화군 길상면 온수리 544-1,37.45713092,126.6976591,인천 남동구 구월로 간석현대홈타운아파트 건너편 (석바위시장역 → 인천시청역),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1153,인천광역시,부평구,기타,,굴포로,2,인천광역시 서구 경인항대로 북청라IC 진출입지점(북청라TG → 국립생물자원관),인천광역시 강화군 내가면 고천리 767-3,37.51196838,126.7309034,인천 부평구 굴포로 갈삼4 (삼산경찰서 → 갈산초교),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1154,인천광역시,계양구,기타,,봉오대로,1,인천광역시 서구 청마로 백석초교 앞(검단힐스테이트4차 → 당하중학교),인천광역시 강화군 불은면 삼성리 산 91-25,37.52770795,126.7004869,인천 계양구 봉오대로 효성서초교 건너편 (아나지3 → 임촌말3),1,50,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1155,인천광역시,미추홀구,특별시도,,독배로,2,인천광역시 서구 장고개로 가정초교 앞(가재울4 → 장고개3),인천광역시 부평구 부평동 442-27,37.43704982,126.6483124,인천 미추홀구 독배로 OCI부근 (옥골4 → 교통방송4),1,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1156,인천광역시,남동구,기타,,아암대로,3,인천광역시 서구 장고개로 가좌초교 앞(장고개3 → 가재울4),인천광역시 부평구 구산동 47-10,37.398169,126.7380618,인천 남동구 아암대로 에코메트로 10단지 앞 (소래포구 → 면허시험장),1,50,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1157,인천광역시,중구,특별시도,,인중로,1,인천광역시 서구 봉오대로 원창1교차로(원창2교차로 → 남청라IC),인천광역시 옹진군 북도면 신도리 512,37.46433496,126.6345086,인천 중구 제물량로 신광초교 부근 (숭의역 → 신광4),1,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1158,인천광역시,중구,기타,,영종순환로,3,인천광역시 서구 거첨로 청운교북측3(청운교 → 거첨도),인천광역시 옹진군 영흥면 내리 242-1,37.52663619,126.5056199,인천 중구 영종순환로 미단교회 앞 (운북복합레저단지 → 인천소방항공대),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1159,인천광역시,중구,기타,,영종순환로,3,인천광역시 부평구 일신로 금마초교 앞(일신초교 → 부평자이아파트),인천광역시 계양구 계산동 985-3,37.52663619,126.5056199,인천 중구 영종순환로 미단교회 건너편 (인천소방항공대 → 운북복합레저단지),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1160,인천광역시,중구,특별시도,,자연대로,2,인천광역시 중구 공항연결로 6.5km(제2여객터미널 → 제1여객터미널),인천광역시 계양구 계산동 978-34,37.52463011,126.5114734,인천 중구 자연대로 363-5 사거리 (영종역 → 예단포),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1274,인천광역시,중구,기타,,경인항대로,3,인천광역시 중구 공항연결로 2.4km(제1여객터미널 → 제2여객터미널),인천광역시 계양구 귤현동 501,37.56045763,126.6273575,인천 서구 경인항대로 북청라IC 진출입지점(정서진 → 국립생물자원관),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1275,인천광역시,중구,기타,,경인항대로,3,인천광역시 중구 공항연결로 2.4km(제2여객터미널 → 제1여객터미널),인천광역시 계양구 귤현동 494,37.56045763,126.6273575,인천 서구 경인항대로 북청라IC 진출입지점(국립생물자원관 → 정서진),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1276,인천광역시,중구,기타,,경인항대로,2,인천광역시 중구 공항연결로 10km(제1여객터미널 → 제2여객터미널),인천광역시 계양구 용종동 213-1,37.56283554,126.6316246,인천 서구 경인항대로 북청라IC 진출입지점(북청라TG → 국립생물자원관),2,60,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1277,인천광역시,중구,기타,,청마로,2,인천광역시 중구 공항연결로 10km(제2여객터미널 → 제1여객터미널),인천광역시 계양구 용종동 227-1,37.5897067,126.6708211,인천 서구 청마로 백석초교 앞(검단힐스테이트4차 → 당하중학교),1,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1278,인천광역시,중구,특별시도,,장고개로,2,인천광역시 중구 제2여객터미널 진입로 9.4km(운북IC → 운서IC),인천광역시 계양구 계산동 1084-4,37.49000419,126.6850912,인천 서구 장고개로 가정초교 앞(가재울4 → 장고개3),1,30,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1279,인천광역시,동구,특별시도,,장고개로,1,인천광역시 동구 제물량로 만석초교 앞(만석4 → 화수4),인천광역시 계양구 작전동 912-9,37.49078183,126.6855725,인천 서구 장고개로 가좌초교 앞(장고개3 → 가재울4),2,30,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1280,인천광역시,동구,특별시도,,봉오대로,2,인천광역시 동구 제물량로 만석초교 건너편(화수4 → 만석4),인천광역시 계양구 계산동 1085-1,37.52270169,126.6362566,인천 서구 봉오대로 원창1교차로(원창2교차로 → 남청라IC),2,60,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1286,인천광역시,동구,지방도,98,거첨로,2,인천광역시 동구 송화로 송현초교 앞(화평4 → 송현초교),인천광역시 계양구 계산동 1104,37.56709305,126.6158249,인천 서구 거첨로 청운교북측3(청운교 → 거첨도),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1287,인천광역시,부평구,기타,,일신로,1,인천광역시 서구 인천대로 10km (서인천IC → 가좌IC),인천광역시 계양구 효성동 276,37.47852416,126.748011,인천 부평구 일신로 금마초교 앞(일신초교 → 부평자이아파트),2,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1288,인천광역시,중구,특별시도,,공항연결로,1,인천광역시 서구 인천대로 8.5km (서인천IC → 가좌IC),인천광역시 계양구 효성동 196-6,37.46405811,126.4019746,인천 중구 공항연결로 6.5km(제2여객터미널 → 제1여객터미널),2,80,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1289,인천광역시,중구,특별시도,,공항연결로,2,인천광역시 서구 인천대로 6km (가좌IC → 도화IC),인천광역시 계양구 작전동 919-4,37.43753999,126.436433,인천 중구 공항연결로 2.4km(제1여객터미널 → 제2여객터미널),1,80,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1290,인천광역시,중구,특별시도,,공항연결로,1,인천광역시 미추홀구 인천대로 2.3km (도화IC → 인천IC),인천광역시 계양구 작전동 636-7,37.43753999,126.436433,인천 중구 공항연결로 2.4km(제2여객터미널 → 제1여객터미널),1,80,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1291,인천광역시,중구,특별시도,,공항연결로,2,인천광역시 미추홀구 인천대로 1.8km (인천IC → 도화IC),인천광역시 계양구 작전동 174-8,37.48750412,126.4064038,인천 중구 공항연결로 10km(제1여객터미널 → 제2여객터미널),1,80,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1292,인천광역시,중구,특별시도,,공항연결로,1,인천광역시 미추홀구 인천대로 4.4km (도화IC → 가좌IC),인천광역시 계양구 작전동 381-1,37.48692174,126.4057102,인천 중구 공항연결로 10km(제2여객터미널 → 제1여객터미널),1,80,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1293,인천광역시,중구,기타,,제2여객터미널 진입로,2,인천광역시 서구 인천대로 7.4km (가좌IC → 서인천IC),인천광역시 계양구 작전동 44,37.50229974,126.4829888,인천 중구 제2여객터미널 진입로 9.4km(운북IC → 운서IC),1,80,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1294,인천광역시,서구,기타,,제물량로,3,인천광역시 서구 봉오대로 원창1교차로 (남청라IC → 원창2교차로),인천광역시 계양구 작전동 858-10,37.48407758,126.62698,인천 동구 제물량로 만석초교 앞(만석4 → 화수4),1,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1295,인천광역시,미추홀구,기타,,제물량로,3,인천광역시 미추홀구 장고개로 인천비즈니스고교 앞 (6공단4 → 도화4),인천광역시 계양구 효성동 200-5,37.48658959,126.6254706,인천 동구 제물량로 만석초교 건너편(화수4 → 만석4),1,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1296,인천광역시,미추홀구,기타,,송화로,2,인천광역시 미추홀구 송림로 서화초교 앞 (송림3 → 궁현4),인천광역시 계양구 작전동 476-3,37.47985088,126.6330729,인천 동구 송화로 송현초교 앞(화평4 → 송현초교),1,30,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1377,인천광역시,미추홀구,특별시도,,인천대로,2,인천광역시 미추홀구 송림로 서화초교 건너편 (궁현4 → 송림3),인천광역시 계양구 상야동 10-4,37.51844824,126.6776853,인천 서구 인천대로 10km (서인천IC → 가좌IC),1,80,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1378,인천광역시,연수구,특별시도,,인천대로,2,인천광역시 연수구 경원대로 경원고가교 (원인재역3 → 동춘역4),인천광역시 계양구 효성동 2-5,37.5070671,126.6762537,인천 서구 인천대로 8.5km (서인천IC → 가좌IC),1,70,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1379,인천광역시,연수구,특별시도,,인천대로,2,인천광역시 연수구 경원대로 경원고가교 (동춘역4 → 원인재역3),인천광역시 계양구 박촌동 309,37.48116178,126.674675,인천 서구 인천대로 6km (가좌IC → 도화IC),1,70,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1380,인천광역시,미추홀구,특별시도,,인천대로,2,인천광역시 서구 완정로 완정초교4 (검단4 → 마전역),인천광역시 계양구 계산동 936-5,37.45333597,126.6557847,인천 미추홀구 인천대로 2.3km (도화IC → 인천IC),1,70,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1381,인천광역시,미추홀구,특별시도,,인천대로,1,인천광역시 동구 화도진로 송림초교 앞 (배다리3 → 동인천역),인천광역시 계양구 계산동 938,37.45311424,126.6561644,인천 미추홀구 인천대로 1.8km (인천IC → 도화IC),1,70,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1382,인천광역시,미추홀구,특별시도,,인천대로,1,인천광역시 동구 화도진로 송림초교 건너편 (동인천역 → 배다리3),인천광역시 계양구 병방동 432-3,37.46939215,126.6742081,인천 미추홀구 인천대로 4.4km (도화IC → 가좌IC),1,70,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1383,인천광역시,동구,특별시도,,인천대로,1,인천광역시 동구 샛골로 서흥초교 앞 (황금고개4 → 송림5),인천광역시 계양구 임학동 6-1,37.49598562,126.6758294,인천 서구 인천대로 7.4km (가좌IC → 서인천IC),1,70,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1387,인천광역시,동구,특별시도,,봉오대로,1,인천광역시 동구 샛골로 서흥초교 건너편 (송림5 → 황금고개4),인천광역시 계양구 장기동 137,37.52270169,126.6362566,인천 서구 봉오대로 원창1교차로 (남청라IC → 원창2교차로),2,60,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1485,인천광역시,미추홀구,특별시도,,송림로,1,인천광역시 미추홀구 인천대로 인하대병원4 (도화IC → 인천항4),인천광역시 계양구 장기동 138,37.47526623,126.6598791,인천 미추홀구 장고개로 인천비즈니스고교 앞 (6공단4 → 도화4),2,50,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1486,인천광역시,미추홀구,기타,,송림로,3,인천광역시 중구 인항로 인하대병원4 (인천항4 → 도화IC),인천광역시 계양구 병방동 3,37.47521753,126.6623437,인천 미추홀구 송림로 서화초교 앞 (송림3 → 궁현4),2,50,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1487,인천광역시,미추홀구,기타,,송림로,3,인천광역시 중구 공항동로 3.8km 공항지원단지입구 (자유무역지역4 → 삼목교차로),인천광역시 계양구 방축동 128-19,37.47216826,126.6676536,인천 미추홀구 송림로 서화초교 건너편 (궁현4 → 송림3),2,50,,,2,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1732,인천광역시,연수구,특별시도,,경원대로,3,인천광역시 중구 제2터미널대로 4.5Km (제3국제업무단지IC → 용유IC),인천광역시 계양구 서운동 55-283,37.41140222,126.6775948,인천 연수구 경원대로 경원고가교 (원인재역3 → 동춘역4),1,60,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1733,인천광역시,연수구,특별시도,,경원대로,3,인천광역시 중구 제2터미널대로 4.3Km (용유IC → 제3국제업무단지IC),인천광역시 계양구 동양동 583-1,37.41140222,126.6775948,인천 연수구 경원대로 경원고가교 (동춘역4 → 원인재역3),1,60,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G1875,인천광역시,중구,특별시도,,완정로,2,인천광역시 중구 제2터미널대로 1.1Km (제3국제업무단지IC → 제2여객터미널),인천광역시 서구 청라동 8-135,37.59796942,126.6652488,인천 서구 완정로 완정초교4 (검단4 → 마전역),2,30,,,,2018,인천광역시경찰청,032-455-2352,8/19/2022
G2022,인천광역시,중구,기타,,화도진로,3,인천광역시 중구 제2터미널대로 1.6Km (제2여객터미널 → 제3국제업무단지IC),인천광역시 서구 청라동 6-22,37.4742172,126.6361439,인천 동구 화도진로 송림초교 앞  (배다리3 → 동인천역),1,30,,,2,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2023,인천광역시,중구,기타,,화도진로,3,인천광역시 중구 공항연결로 5.3Km (제1여객터미널 → 제2여객터미널),인천광역시 서구 청라동 106-4,37.47404787,126.6360176,인천 동구 화도진로 송림초교 건너편  (동인천역 → 배다리3),1,30,,,2,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2024,인천광역시,연수구,기타,,샛골로,3,인천광역시 연수구 인천타워대로 송도동 302 아암2교 (인천환경공단 → 송도달빛축제공원),인천광역시 강화군 강화읍 옥림리 560-5,37.47916698,126.645494,인천 동구 샛골로 서흥초교 앞 (황금고개4 → 송림5),2,30,,,2,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2025,인천광역시,연수구,기타,,샛골로,3,인천광역시 연수구 인천타워대로 송도동 302 (송도달빛축제공원 → 인천환경공단),인천광역시 미추홀구 학익동 716,37.47916698,126.6454208,인천 동구 샛골로 서흥초교 건너편 (송림5 → 황금고개4),2,30,,,2,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2026,인천광역시,미추홀구,특별시도,,용오로,3,인천광역시 강화군 강화남로 조산초교 앞 (도장3 → 양도면사무소),인천광역시 미추홀구 학익동 717,37.45925822,126.6375169,인천 미추홀구 인천대로 인하대병원4 (도화IC → 인천항4),2,70,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2027,인천광역시,중구,특별시도,,인항로,3,인천광역시 계양구 서부간선로 계양교통공원 앞 (서운4 → 용종4),인천광역시 미추홀구 학익동 721-7,37.45998492,126.6374973,인천 중구 인항로 인하대병원4 (인천항4 → 도화IC),2,50,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2028,인천광역시,중구,특별시도,,공항동로,2,인천광역시 미추홀구 주안로 미송아파트 앞 (도화초교4 → 주안역3),인천광역시 미추홀구 학익동 703-1,37.49459791,126.4423684,인천 중구 공항동로 3.8km 공항지원단지입구 (자유무역지역4 → 삼목교차로),1,60,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2029,인천광역시,중구,기타,,제2터미널대로,2,인천광역시 남동구 남동대로 스카이타운 앞 (석천4 → 간석5),인천광역시 미추홀구 주안동 55-1,37.49599926,126.4360489,인천 중구 제2터미널대로 4.5Km (제3국제업무단지IC → 용유IC),1,80,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2030,인천광역시,중구,기타,,제2터미널대로,1,인천광역시 남동구 비류대로 도림4 (도림고가교 → 큰방죽4),인천광역시 미추홀구 주안동 100,37.49616531,126.4340178,인천 중구 제2터미널대로 4.3Km (용유IC → 제3국제업무단지IC),1,80,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2031,인천광역시,중구,기타,,제2터미널대로,1,인천광역시 남동구 인주대로 남동구청역 앞 (독곡4 → 남동구청4),인천광역시 동구 송림동 60-16,37.47909424,126.423881,인천 중구 제2터미널대로 1.1Km (제3국제업무단지IC → 제2여객터미널),1,60,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2032,인천광역시,중구,기타,,제2터미널대로,2,인천광역시 부평구 굴포로 갈산초교 건너편 (한국지엠3 → 갈삼4),인천광역시 동구 화수동 276-15,37.48302219,126.4210356,인천 중구 제2터미널대로 1.6Km (제2여객터미널 → 제3국제업무단지IC),1,60,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2033,인천광역시,중구,기타,,공항연결로,1,인천광역시 부평구 평천로 청천초교 앞 (나비공원입구4 → 청수4),인천광역시 서구 연희동 57,37.45924622,126.4135501,인천 중구 공항연결로 5.3Km (제1여객터미널 → 제2여객터미널),1,80,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2034,인천광역시,연수구,특별시도,,인천타워대로,2,인천광역시 부평구 평천로 한길초교입구3 (영선고3 → 삼산3),인천광역시 서구 왕길동 638-6,37.4226626,126.6232833,인천 연수구 인천타워대로 <송도동 302> 아암2교 (인천환경공단 → 송도달빛축제공원),2,50,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
G2035,인천광역시,연수구,특별시도,,인천타워대로,1,인천광역시 서구 백범로 가좌3 (가좌IC → 봉수대로4),인천광역시 남동구 운연동 516-7,37.4226626,126.6232833,인천 연수구 인천타워대로 <송도동 302> (송도달빛축제공원 → 인천환경공단),2,50,,,,2019,인천광역시경찰청,032-455-2352,8/19/2022
